CustomerID,GastoTotal,GastoMensal,GastoMedio,TaxaDevolucao,MediaDiasCompra,TempoUltimoDiaCompra,PossivelChurn,Churn
12394,1080.48,90.04,540.24,0.0,77,63,1,0
12395,2662.28,221.86,177.49,0.25,24,15,0,0
12397,2214.9,184.58,1107.45,0.0,50,35,0,0
12398,1435.66,119.64,1435.66,0.0,0,45,1,0
12399,1033.65,86.14,258.41,0.0,36,119,1,1
12401,69.3,5.78,69.3,0.0,0,303,1,1
12402,195.6,16.3,195.6,0.0,0,323,1,1
12403,391.7,32.64,391.7,0.0,0,49,1,0
12405,1390.39,115.87,1390.39,0.0,0,148,1,1
12406,3280.75,273.4,1093.58,0.5,54,22,0,1
12407,1507.12,125.59,301.42,0.0,43,49,0,0
12408,2587.57,215.63,323.45,0.6,29,32,0,1
12409,11056.93,921.41,1579.56,1.0,15,78,1,1
12410,521.08,43.42,173.69,0.5,3,301,1,1
12412,1142.88,95.24,380.96,0.0,32,74,1,0
12413,676.15,56.35,169.04,0.33,68,66,1,0
12414,442.41,36.87,147.47,0.0,31,217,1,1
12415,123638.18,10303.18,5151.59,0.2,14,24,0,0
12417,3155.8,262.98,262.98,0.33,30,3,0,0
12418,668.58,55.72,668.58,0.0,0,112,1,1
12420,600.39,50.03,600.39,0.0,0,63,1,0
12421,639.04,53.25,159.76,0.0,76,15,0,0
12422,683.56,56.96,227.85,0.0,77,95,1,1
12423,1624.11,135.34,180.46,0.12,40,0,0,0
12424,1760.96,146.75,880.48,0.0,0,162,1,1
12425,777.2,64.77,777.2,0.0,0,78,1,0
12426,510.73,42.56,510.73,0.0,0,194,1,1
12427,582.37,48.53,116.47,0.67,72,11,0,1
12428,6366.0,530.5,578.73,0.38,24,25,0,0
12429,3388.4,282.37,847.1,0.0,89,9,0,0
12430,216.4,18.03,216.4,0.0,0,43,1,0
12431,6243.89,520.32,346.88,0.2,19,35,0,0
12432,4359.32,363.28,1089.83,0.0,33,42,0,0
12433,13375.87,1114.66,1910.84,0.0,54,0,0,0
12434,765.19,63.77,191.3,1.0,69,84,1,1
12435,7829.89,652.49,3914.94,0.0,94,79,1,0
12436,429.01,35.75,429.01,0.0,0,99,1,1
12437,4392.66,366.06,231.19,0.06,18,1,0,0
12438,2466.85,205.57,1233.42,0.0,63,14,0,0
12441,155.55,12.96,155.55,0.0,0,366,1,1
12442,144.06,12.0,144.06,0.0,0,3,1,0
12444,4085.46,340.46,817.09,0.0,30,21,0,0
12445,77.4,6.45,77.4,0.0,0,22,1,0
12446,1002.31,83.53,1002.31,0.0,0,57,1,0
12447,431.49,35.96,431.49,0.0,0,243,1,1
12448,365.45,30.45,365.45,0.0,0,44,1,0
12449,3596.29,299.69,899.07,0.0,42,22,0,0
12450,197.88,16.49,98.94,0.0,9,156,1,1
12451,8893.52,741.13,1482.25,0.2,53,10,0,0
12452,348.57,29.05,348.57,0.0,0,16,1,0
12453,707.09,58.92,707.09,0.0,0,134,1,1
12454,0.0,0.0,0.0,1.0,2,53,1,1
12455,2339.86,194.99,467.97,0.0,45,73,1,0
12456,2553.89,212.82,638.47,0.33,53,44,0,0
12457,1597.78,133.15,145.25,0.83,17,58,1,1
12458,787.4,65.62,393.7,0.0,107,71,1,0
12461,626.88,52.24,626.88,0.0,0,154,1,1
12462,872.01,72.67,218.0,1.0,76,2,0,1
12463,1165.63,97.14,194.27,0.5,33,46,0,1
12464,957.05,79.75,119.63,0.0,38,10,0,0
12465,673.89,56.16,224.63,0.5,54,7,0,1
12468,652.04,54.34,217.35,0.5,58,143,1,1
12471,16323.52,1360.29,362.74,0.67,9,2,0,1
12472,5725.48,477.12,440.42,0.86,27,30,0,1
12473,2545.27,212.11,636.32,0.33,35,53,0,0
12474,6434.77,536.23,214.49,0.67,12,17,0,1
12475,669.38,55.78,669.38,0.0,0,53,1,0
12476,5628.58,469.05,281.43,0.82,18,1,0,1
12477,13117.01,1093.08,1457.45,0.5,33,22,0,1
12478,545.99,45.5,545.99,0.0,0,3,1,0
12479,423.3,35.28,141.1,1.0,3,3,0,1
12480,2885.63,240.47,721.41,0.0,77,28,0,0
12481,4998.36,416.53,454.4,0.1,32,22,0,0
12483,1873.13,156.09,170.28,0.38,30,17,0,0
12484,3892.87,324.41,648.81,0.5,51,35,0,1
12488,1244.66,103.72,414.89,0.0,22,9,0,0
12489,298.93,24.91,298.93,0.0,0,336,1,1
12490,4859.93,404.99,485.99,0.0,33,5,0,0
12491,424.4,35.37,424.4,0.0,0,38,1,0
12492,227.21,18.93,113.61,0.0,21,63,1,0
12493,398.79,33.23,132.93,0.5,11,165,1,1
12494,995.35,82.95,76.57,0.86,28,9,0,1
12497,953.1,79.42,953.1,0.0,0,81,1,0
12498,349.7,29.14,116.57,0.0,12,21,0,0
12500,4026.27,335.52,309.71,0.18,24,23,0,0
12501,1945.68,162.14,972.84,1.0,11,315,1,1
12502,2995.87,249.66,599.17,0.0,43,95,1,1
12504,60.0,5.0,15.0,1.0,3,18,0,1
12506,73.5,6.12,73.5,0.0,0,232,1,1
12507,1006.06,83.84,251.52,0.33,41,134,1,1
12508,397.88,33.16,198.94,0.0,2,26,0,0
12509,158.5,13.21,158.5,0.0,0,284,1,1
12510,814.57,67.88,407.28,0.0,92,142,1,1
12512,132.18,11.02,66.09,0.0,0,66,1,0
12513,532.79,44.4,266.4,1.0,14,84,1,1
12514,1017.68,84.81,1017.68,0.0,0,267,1,1
12515,278.7,23.22,278.7,0.0,0,353,1,1
12516,1186.06,98.84,593.03,0.0,52,77,1,0
12517,2263.65,188.64,452.73,0.25,33,28,0,0
12518,1840.89,153.41,368.18,0.0,22,0,0,0
12519,276.84,23.07,276.84,0.0,0,63,1,0
12520,2294.51,191.21,382.42,0.2,33,79,1,0
12521,545.68,45.47,545.68,0.0,0,142,1,1
12522,156.72,13.06,78.36,0.0,6,39,0,0
12523,1655.57,137.96,127.35,0.18,26,1,0,0
12524,3945.72,328.81,493.22,0.0,41,9,0,0
12526,1172.66,97.72,390.89,0.0,32,0,0,0
12527,330.71,27.56,110.24,0.0,82,81,1,0
12528,1634.28,136.19,204.29,0.33,38,9,0,0
12530,1461.63,121.8,292.33,0.25,56,59,0,0
12531,125.22,10.44,125.22,0.0,0,14,1,0
12532,313.83,26.15,313.83,0.0,0,30,1,0
12534,981.18,81.76,981.18,0.0,0,130,1,1
12535,716.35,59.7,358.17,0.0,48,91,1,1
12536,4151.26,345.94,2075.63,1.0,26,7,0,1
12538,363.95,30.33,363.95,0.0,0,29,1,0
12539,5568.35,464.03,1392.09,0.0,78,22,0,0
12540,11489.04,957.42,604.69,0.12,18,19,0,0
12541,841.18,70.1,280.39,0.0,84,29,0,0
12544,299.7,24.98,149.85,1.0,4,29,0,1
12545,832.39,69.37,416.2,0.0,92,75,1,0
12546,1001.5,83.46,333.83,0.5,11,46,1,1
12547,151.8,12.65,75.9,0.0,42,197,1,1
12548,67.2,5.6,67.2,0.0,0,166,1,1
12550,824.83,68.74,824.83,0.0,0,79,1,0
12551,168.0,14.0,168.0,0.0,0,357,1,1
12552,317.82,26.48,317.82,0.0,0,39,1,0
12553,3238.25,269.85,231.3,0.4,23,8,0,0
12556,599.56,49.96,299.78,0.0,51,50,0,0
12557,11990.96,999.25,2398.19,0.0,71,16,0,0
12558,0.0,0.0,0.0,1.0,3,1,1,1
12559,500.21,41.68,166.74,0.5,3,310,1,1
12560,1885.39,157.12,628.46,0.5,46,5,0,1
12561,238.85,19.9,238.85,0.0,0,302,1,1
12562,3385.74,282.14,483.68,0.0,28,8,0,0
12564,402.9,33.57,402.9,0.0,0,261,1,1
12565,131.17,10.93,65.58,1.0,4,281,1,1
12566,292.7,24.39,146.35,1.0,7,72,1,1
12567,8322.94,693.58,756.63,0.1,32,22,0,0
12569,3128.99,260.75,94.82,0.03,8,2,0,0
12571,519.61,43.3,259.8,0.0,41,39,0,0
12572,896.72,74.73,298.91,0.5,15,8,0,1
12573,160.54,13.38,160.54,0.0,0,227,1,1
12574,182.45,15.2,182.45,0.0,0,315,1,1
12576,1306.98,108.92,217.83,0.2,45,35,0,0
12577,560.25,46.69,140.06,0.33,81,35,0,0
12578,2361.36,196.78,590.34,1.0,80,21,0,1
12579,374.72,31.23,187.36,1.0,3,73,1,1
12580,379.7,31.64,379.7,0.0,0,246,1,1
12581,179.71,14.98,179.71,0.0,0,39,1,0
12582,351.36,29.28,175.68,0.0,25,238,1,1
12583,6629.34,552.45,389.96,0.13,22,2,0,0
12584,1809.95,150.83,100.55,1.0,16,3,0,1
12585,1766.81,147.23,441.7,1.0,30,234,1,1
12586,179.94,15.0,89.97,1.0,176,17,0,1
12587,104.0,8.67,104.0,0.0,0,7,1,0
12588,174.9,14.58,174.9,0.0,0,39,1,0
12589,574.68,47.89,287.34,0.0,58,28,0,0
12590,9338.38,778.2,4669.19,1.0,11,190,1,1
12591,368.85,30.74,368.85,0.0,0,317,1,1
12592,401.6,33.47,200.8,0.0,61,92,1,1
12593,382.1,31.84,127.37,0.0,37,108,1,1
12594,3208.22,267.35,356.47,0.0,32,37,0,0
12596,450.27,37.52,225.14,0.0,96,51,0,0
12597,3067.13,255.59,613.43,0.25,50,19,0,0
12598,2786.68,232.22,348.34,0.14,35,9,0,0
12599,888.58,74.05,126.94,0.0,40,29,0,0
12600,2311.04,192.59,231.1,0.0,35,28,0,0
12601,479.56,39.96,79.93,0.2,24,189,1,1
12602,153.12,12.76,153.12,0.0,0,58,1,0
12603,613.2,51.1,613.2,0.0,0,21,1,0
12604,236.18,19.68,118.09,0.0,91,79,1,0
12605,-7.5,-0.62,-7.5,1.0,0,365,1,1
12607,0.0,0.0,0.0,1.0,1,58,1,1
12609,964.85,80.4,321.62,0.0,80,78,1,0
12610,1705.99,142.17,284.33,0.5,18,22,0,1
12611,1193.32,99.44,1193.32,0.0,0,52,1,0
12612,607.59,50.63,303.8,1.0,9,57,1,1
12613,2966.98,247.25,593.4,0.25,47,31,0,0
12614,315.6,26.3,315.6,0.0,0,277,1,1
12615,2093.19,174.43,523.3,0.0,42,2,0,0
12616,585.25,48.77,117.05,1.0,43,85,1,1
12617,352.98,29.42,352.98,0.0,0,29,1,0
12618,137.31,11.44,137.31,0.0,0,21,1,0
12619,2908.81,242.4,264.44,0.38,22,16,0,0
12620,1303.41,108.62,434.47,0.0,64,14,0,0
12621,12334.07,1027.84,536.26,0.15,16,1,0,0
12622,162.1,13.51,162.1,0.0,0,232,1,1
12623,269.1,22.42,269.1,0.0,0,276,1,1
12624,569.13,47.43,284.56,0.0,36,106,1,1
12625,2362.32,196.86,787.44,0.5,36,211,1,1
12626,5722.35,476.86,440.18,0.44,24,23,0,1
12627,4082.53,340.21,680.42,0.0,22,10,0,0
12628,715.61,59.63,178.9,0.33,15,4,0,0
12630,1030.88,85.91,515.44,0.0,17,9,0,0
12631,480.5,40.04,480.5,0.0,0,57,1,0
12633,1906.63,158.89,381.33,0.25,46,58,0,0
12635,1509.18,125.76,754.59,0.0,33,89,1,0
12637,5790.25,482.52,643.36,0.12,29,67,1,0
12638,511.69,42.64,511.69,0.0,0,33,1,0
12639,366.1,30.51,366.1,0.0,0,238,1,1
12640,994.58,82.88,331.53,0.0,20,23,0,0
12641,145.9,12.16,145.9,0.0,0,115,1,1
12642,905.26,75.44,301.75,0.0,28,25,0,0
12643,3041.64,253.47,506.94,0.0,34,128,1,1
12644,477.91,39.83,477.91,0.0,0,129,1,1
12645,1611.38,134.28,322.28,0.25,57,33,0,0
12646,1346.97,112.25,673.48,0.0,23,4,0,0
12647,3093.92,257.83,237.99,0.08,27,22,0,0
12648,300.05,25.0,300.05,0.0,0,154,1,1
12649,549.71,45.81,137.43,0.33,65,107,1,1
12650,242.44,20.2,242.44,0.0,0,3,1,0
12651,114.0,9.5,114.0,0.0,0,334,1,1
12652,788.53,65.71,394.26,1.0,5,322,1,1
12653,2209.85,184.15,1104.92,0.0,74,148,1,1
12654,529.98,44.16,106.0,0.0,57,10,0,0
12656,3550.72,295.89,443.84,0.6,29,17,0,1
12657,1008.06,84.0,201.61,0.25,14,11,0,0
12658,632.05,52.67,632.05,0.0,0,18,1,0
12659,73.68,6.14,73.68,0.0,0,29,1,0
12660,227.1,18.92,227.1,0.0,0,11,1,0
12662,3511.08,292.59,292.59,0.09,32,0,0,0
12664,4391.88,365.99,487.99,0.0,35,8,0,0
12665,43.75,3.65,21.88,1.0,4,324,1,1
12666,-227.44,-18.95,-227.44,1.0,0,359,1,1
12667,460.13,38.34,460.13,0.0,0,58,1,0
12668,3113.18,259.43,518.86,0.5,58,7,0,1
12669,1427.73,118.98,713.86,0.0,53,150,1,1
12670,2734.15,227.85,455.69,0.2,37,10,0,0
12672,225.9,18.82,225.9,0.0,0,329,1,1
12673,574.52,47.88,287.26,0.0,161,5,0,0
12674,1796.26,149.69,256.61,0.75,28,11,0,1
12676,1091.39,90.95,181.9,0.0,48,24,0,0
12678,16441.26,1370.1,1494.66,0.1,29,42,0,0
12679,896.67,74.72,99.63,1.0,26,52,1,1
12680,790.81,65.9,197.7,0.0,29,0,0,0
12681,12309.59,1025.8,473.45,0.18,14,14,0,0
12682,11019.82,918.32,355.48,0.0,12,3,0,0
12683,7357.09,613.09,387.22,0.36,19,4,0,0
12684,2073.63,172.8,345.6,0.0,35,7,0,0
12685,2575.08,214.59,429.18,0.0,11,28,0,0
12686,71.14,5.93,71.14,0.0,0,371,1,1
12688,4873.81,406.15,4873.81,0.0,0,113,1,1
12689,1139.61,94.97,569.8,0.0,51,25,0,0
12690,335.01,27.92,335.01,0.0,0,205,1,1
12691,927.8,77.32,185.56,0.0,66,28,0,0
12693,686.96,57.25,114.49,0.5,34,120,1,1
12694,761.67,63.47,380.84,0.0,57,70,1,0
12695,582.1,48.51,145.52,0.0,51,7,0,0
12697,739.02,61.58,147.8,0.67,30,21,0,1
12700,4525.99,377.17,1131.5,0.0,52,7,0,0
12701,725.71,60.48,362.86,0.0,82,79,1,0
12702,201.0,16.75,201.0,0.0,0,19,1,0
12703,256.7,21.39,128.35,1.0,4,64,1,1
12704,1740.84,145.07,217.6,0.0,21,7,0,0
12705,6328.24,527.35,486.79,0.62,27,15,0,1
12707,603.42,50.28,603.42,0.0,0,291,1,1
12708,2346.32,195.53,146.64,0.6,22,29,0,1
12709,8959.75,746.65,344.61,0.73,14,3,0,1
12710,1004.57,83.71,251.14,0.33,27,96,1,1
12712,3791.63,315.97,223.04,0.31,21,22,0,0
12713,794.55,66.21,794.55,0.0,0,0,1,0
12714,4294.86,357.9,858.97,0.0,57,9,0,0
12715,263.36,21.95,263.36,0.0,0,106,1,1
12716,963.49,80.29,481.74,0.0,65,3,0,0
12717,830.98,69.25,415.49,0.0,47,151,1,1
12718,202.25,16.85,202.25,0.0,0,71,1,0
12719,536.1,44.68,178.7,0.5,20,5,0,1
12720,5065.28,422.11,180.9,0.12,14,2,0,0
12721,2358.98,196.58,337.0,0.17,48,31,0,0
12722,886.33,73.86,147.72,0.5,11,85,1,1
12723,707.07,58.92,141.41,0.0,13,3,0,0
12724,923.41,76.95,230.85,0.0,82,5,0,0
12725,371.8,30.98,371.8,0.0,0,371,1,1
12726,2411.1,200.92,344.44,0.0,47,28,0,0
12727,3425.7,285.47,428.21,0.14,39,10,0,0
12728,728.33,60.69,182.08,0.0,66,71,1,0
12729,417.01,34.75,417.01,0.0,0,113,1,1
12731,18660.41,1555.03,1332.89,0.17,25,23,0,0
12732,218.26,18.19,218.26,0.0,0,179,1,1
12733,383.95,32.0,383.95,0.0,0,234,1,1
12734,110.4,9.2,110.4,0.0,0,352,1,1
12735,689.57,57.46,344.78,0.0,11,315,1,1
12736,144.0,12.0,144.0,0.0,0,332,1,1
12738,137.35,11.45,137.35,0.0,0,372,1,1
12739,975.54,81.3,975.54,0.0,0,99,1,1
12740,427.6,35.63,427.6,0.0,0,63,1,0
12743,540.13,45.01,270.06,0.0,0,134,1,1
12744,9120.39,760.03,2280.1,0.0,66,56,0,0
12747,4196.01,349.67,381.46,0.0,34,2,0,0
12748,29819.99,2485.0,137.42,0.05,2,0,0,0
12749,3868.2,322.35,483.52,0.6,27,3,0,1
12750,275.88,22.99,275.88,0.0,0,128,1,1
12752,4366.78,363.9,4366.78,0.0,0,81,1,0
12753,21024.01,1752.0,1911.27,0.83,33,3,0,1
12754,3010.74,250.9,1003.58,0.0,25,235,1,1
12755,2220.75,185.06,740.25,0.5,39,249,1,1
12756,112.08,9.34,112.08,0.0,0,86,1,0
12757,4161.75,346.81,416.18,0.11,20,15,0,0
12758,2791.59,232.63,1395.8,0.0,80,116,1,1
12759,1411.44,117.62,470.48,0.0,75,52,0,0
12762,1702.52,141.88,851.26,0.0,9,7,0,0
12763,494.08,41.17,247.04,0.0,116,138,1,1
12764,1693.88,141.16,1693.88,0.0,0,316,1,1
12766,6457.63,538.14,922.52,0.0,52,3,0,0
12769,1143.6,95.3,1143.6,0.0,0,238,1,1
12770,1351.45,112.62,1351.45,0.0,0,210,1,1
12772,752.47,62.71,752.47,0.0,0,59,1,0
12775,1246.24,103.85,207.71,0.2,49,17,0,0
12778,693.23,57.77,115.54,0.0,49,19,0,0
12779,3868.7,322.39,322.39,0.5,30,21,0,1
12781,671.72,55.98,167.93,1.0,66,21,0,1
12782,1881.32,156.78,313.55,0.2,59,4,0,0
12783,1295.87,107.99,323.97,0.0,19,2,0,0
12784,476.82,39.74,476.82,0.0,0,15,1,0
12785,249.71,20.81,124.85,1.0,181,2,0,1
12787,418.66,34.89,139.55,0.0,61,9,0,0
12789,76.85,6.4,76.85,0.0,0,65,1,0
12790,294.92,24.58,294.92,0.0,0,192,1,1
12791,177.6,14.8,177.6,0.0,0,373,1,1
12792,344.54,28.71,344.54,0.0,0,256,1,1
12793,461.48,38.46,230.74,0.0,19,334,1,1
12794,860.41,71.7,430.2,0.0,23,53,0,0
12795,318.48,26.54,318.48,0.0,0,18,1,0
12797,166.18,13.85,55.39,1.0,2,360,1,1
12798,6977.04,581.42,2325.68,0.0,54,10,0,0
12802,382.58,31.88,191.29,1.0,2,183,1,1
12808,455.65,37.97,151.88,0.0,111,36,0,0
12809,400.36,33.36,200.18,1.0,5,168,1,1
12811,458.85,38.24,229.42,0.0,12,261,1,1
12812,229.64,19.14,229.64,0.0,0,44,1,0
12814,85.92,7.16,85.92,0.0,0,101,1,1
12815,863.46,71.96,431.73,0.0,26,147,1,1
12816,452.2,37.68,226.1,0.0,41,95,1,1
12817,126.04,10.5,126.04,0.0,0,281,1,1
12818,1157.88,96.49,578.94,1.0,42,178,1,1
12820,942.34,78.53,235.58,0.0,81,3,0,0
12821,92.72,7.73,92.72,0.0,0,214,1,1
12822,918.98,76.58,306.33,0.5,6,70,1,1
12823,1759.5,146.62,351.9,0.0,45,74,1,0
12824,397.12,33.09,397.12,0.0,0,59,1,0
12826,1468.12,122.34,183.52,0.14,46,2,0,0
12827,430.15,35.85,143.38,0.0,13,5,0,0
12828,1018.71,84.89,169.78,0.0,22,2,0,0
12829,253.05,21.09,84.35,0.5,13,322,1,1
12830,6814.64,567.89,1135.77,0.0,23,37,0,0
12831,215.05,17.92,215.05,0.0,0,262,1,1
12832,383.03,31.92,191.52,0.0,33,32,0,0
12833,417.38,34.78,417.38,0.0,0,145,1,1
12834,312.38,26.03,312.38,0.0,0,282,1,1
12836,2610.36,217.53,652.59,0.0,63,59,0,0
12837,134.1,11.18,134.1,0.0,0,173,1,1
12838,671.95,56.0,335.98,0.0,170,33,0,0
12839,5588.12,465.68,372.54,0.07,25,2,0,0
12840,2714.27,226.19,452.38,0.5,14,143,1,1
12841,3845.63,320.47,147.91,0.04,15,4,0,0
12842,1118.99,93.25,559.5,0.0,119,70,1,0
12843,1680.76,140.06,186.75,0.12,23,65,1,0
12844,325.96,27.16,162.98,0.0,51,29,0,0
12845,354.09,29.51,88.52,0.0,6,267,1,1
12847,843.64,70.3,843.64,0.0,0,22,1,0
12849,992.65,82.72,496.32,0.0,119,31,0,0
12851,131.81,10.98,131.81,0.0,0,96,1,1
12852,299.75,24.98,149.88,1.0,2,290,1,1
12853,1881.7,156.81,209.08,0.5,24,107,1,1
12854,1280.9,106.74,256.18,0.67,48,78,1,1
12855,38.1,3.18,38.1,0.0,0,372,1,1
12856,2153.53,179.46,269.19,0.33,7,7,0,0
12857,1106.4,92.2,553.2,0.0,46,210,1,1
12863,504.2,42.02,252.1,1.0,74,52,0,1
12864,147.12,12.26,147.12,0.0,0,138,1,1
12865,1548.07,129.01,516.02,0.5,111,26,0,1
12866,499.12,41.59,499.12,0.0,0,283,1,1
12867,3962.99,330.25,396.3,0.43,34,26,0,1
12868,1607.06,133.92,267.84,0.0,32,185,1,1
12870,-14.9,-1.24,-14.9,1.0,0,366,1,1
12871,380.64,31.72,190.32,0.0,62,84,1,0
12872,599.97,50.0,299.98,0.0,20,326,1,1
12873,374.0,31.17,374.0,0.0,0,282,1,1
12875,343.23,28.6,171.62,0.0,110,143,1,1
12876,2053.02,171.08,1026.51,0.0,70,57,0,0
12877,1535.77,127.98,127.98,0.0,30,3,0,0
12878,841.64,70.14,280.55,0.5,83,18,0,1
12879,552.57,46.05,138.14,0.33,12,44,1,0
12881,298.0,24.83,298.0,0.0,0,275,1,1
12882,1463.04,121.92,731.52,0.0,12,9,0,0
12883,703.47,58.62,175.87,0.0,17,24,0,0
12884,309.05,25.75,309.05,0.0,0,88,1,0
12885,1158.27,96.52,289.57,0.33,15,63,1,0
12886,1351.09,112.59,450.36,0.5,51,67,1,1
12888,313.77,26.15,78.44,1.0,11,214,1,1
12890,376.72,31.39,376.72,0.0,0,24,1,0
12891,331.0,27.58,110.33,0.0,36,185,1,1
12893,176.55,14.71,176.55,0.0,0,30,1,0
12895,347.3,28.94,115.77,0.5,15,42,1,1
12897,216.5,18.04,108.25,0.0,49,204,1,1
12901,16316.14,1359.68,479.89,0.21,8,8,0,0
12902,138.68,11.56,138.68,0.0,0,264,1,1
12904,496.06,41.34,248.03,0.0,77,18,0,0
12906,2919.81,243.32,583.96,0.0,14,11,0,0
12908,360.0,30.0,120.0,0.5,46,176,1,1
12909,2128.83,177.4,266.1,0.6,27,39,0,1
12910,3075.04,256.25,384.38,0.0,28,23,0,0
12912,1662.3,138.52,332.46,0.0,8,2,0,0
12913,2483.63,206.97,496.73,0.0,73,4,0,0
12915,363.65,30.3,181.82,0.0,112,148,1,1
12916,2921.15,243.43,584.23,0.25,37,138,1,1
12917,594.0,49.5,594.0,0.0,0,128,1,1
12919,1301.44,108.45,162.68,0.33,21,8,0,0
12920,162.78,13.56,162.78,0.0,0,17,1,0
12921,16389.74,1365.81,327.79,0.35,8,3,0,0
12922,405.38,33.78,405.38,0.0,0,161,1,1
12923,171.57,14.3,171.57,0.0,0,64,1,0
12924,922.0,76.83,184.4,0.25,48,88,1,0
12925,694.05,57.84,347.02,0.0,35,4,0,0
12928,2062.7,171.89,412.54,0.0,65,35,0,0
12929,105.1,8.76,52.55,1.0,95,122,1,1
12930,409.9,34.16,102.48,1.0,24,78,1,1
12931,33544.81,2795.4,1765.52,0.27,18,21,0,0
12933,606.28,50.52,151.57,0.33,65,24,0,0
12935,2156.45,179.7,269.56,0.14,40,2,0,0
12936,1012.9,84.41,202.58,0.25,13,17,0,0
12937,1504.27,125.36,376.07,0.0,63,15,0,0
12938,114.14,9.51,114.14,0.0,0,25,1,0
12939,11581.8,965.15,1447.72,0.0,34,64,1,0
12940,862.44,71.87,215.61,1.0,11,46,1,1
12942,675.6,56.3,225.2,0.0,78,131,1,1
12943,-3.75,-0.31,-3.75,1.0,0,301,1,1
12944,604.51,50.38,302.26,0.0,160,35,0,0
12945,462.95,38.58,462.95,0.0,0,288,1,1
12947,1407.29,117.27,127.94,0.83,21,143,1,1
12948,2053.7,171.14,256.71,0.14,31,16,0,0
12949,4143.02,345.25,414.3,0.25,23,30,0,0
12950,1843.0,153.58,614.33,0.0,8,2,0,0
12951,1042.07,86.84,130.26,0.33,41,8,0,0
12952,1382.84,115.24,276.57,0.25,15,5,0,0
12953,329.85,27.49,329.85,0.0,0,9,1,0
12955,4734.26,394.52,338.16,0.27,19,1,0,0
12956,108.07,9.01,108.07,0.0,0,306,1,1
12957,3979.04,331.59,331.59,0.5,28,4,0,1
12962,266.39,22.2,133.2,0.0,53,7,0,0
12963,1856.63,154.72,232.08,0.0,45,8,0,0
12965,769.81,64.15,769.81,0.0,0,89,1,0
12966,160.18,13.35,160.18,0.0,0,9,1,0
12967,1194.75,99.56,298.69,1.0,92,3,0,1
12968,135.95,11.33,135.95,0.0,0,112,1,1
12970,405.47,33.79,101.37,0.0,79,7,0,0
12971,10933.76,911.15,124.25,0.02,5,3,0,0
12974,144.8,12.07,144.8,0.0,0,197,1,1
12976,738.6,61.55,738.6,0.0,0,211,1,1
12977,39.24,3.27,39.24,0.0,0,156,1,1
12980,7092.06,591.0,591.0,0.33,17,155,1,1
12981,372.22,31.02,186.11,0.0,52,29,0,0
12982,377.2,31.43,188.6,1.0,2,239,1,1
12984,97.5,8.12,97.5,0.0,0,18,1,0
12985,1215.62,101.3,405.21,0.5,10,0,0,1
12987,545.0,45.42,181.67,0.5,42,73,1,1
12988,505.82,42.15,505.82,0.0,0,292,1,1
12989,6854.51,571.21,360.76,0.27,19,3,0,0
12990,409.5,34.12,136.5,0.0,93,31,0,0
12991,503.76,41.98,251.88,0.0,45,23,0,0
12993,414.76,34.56,103.69,0.0,69,23,0,0
12994,902.22,75.18,180.44,0.67,53,4,0,1
12995,200.72,16.73,100.36,1.0,4,77,1,1
